Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PasTotCmp,PasTotAtt,PasTotCmp%,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,TB,Sw,PasCrs,CK,PasCmp,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,Tkl,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToTkl,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Crs,Recov,AerWon,AerLost
418,Matteo Cancellieri,ITA,FW,Lazio,Serie A,21,2002,14,1,208,2.3,0,1.74,0.43,0.0,0.0,15.9,0.0,0.0,23.9,32.6,73.3,17.0,19.1,88.6,6.09,9.13,66.7,0.0,2.17,0.0,0.0,1.3,0.43,0.43,0.43,0.87,32.6,0.0,0.0,2.17,0.0,23.9,1.3,2.17,1.74,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,1.74,0.43,0.87,1.74,66.7,0.87,1.3,0.0,1.3,0.43,3.48,0.0,47.4,0.87,7.83,18.3,22.2,5.65,47.4,3.04,0.87,1.74,29.6,204.8,118.3,5.22,2.61,3.04,33.0,10.4,0.87,0.0,0.0,4.78,2.17,2.17,5.65,1.74,0.43
419,João Cancelo,POR,DF,Manchester City,Premier League,28,1994,17,16,1274,14.2,2,1.2,0.21,0.12,0.67,22.7,0.0,0.0,73.0,85.9,84.9,40.7,43.7,93.1,25.6,30.3,84.4,5.7,8.66,65.9,0.07,0.85,5.63,2.54,0.63,7.46,85.9,0.14,0.99,3.17,0.0,73.0,1.06,2.75,2.11,0.0,0.14,0.35,0.07,0.07,0.42,0.35,0.0,0.07,0.0,2.04,1.13,0.63,0.28,1.2,70.8,0.49,0.49,0.07,0.42,1.34,3.38,0.07,96.0,1.41,15.8,48.3,32.5,3.31,96.0,4.08,1.97,1.62,58.9,341.0,196.5,5.0,2.75,1.48,71.8,8.8,0.21,0.07,0.0,0.92,1.27,3.17,5.63,1.9,0.77
420,João Cancelo,POR,DFFW,Bayern Munich,Bundesliga,28,1994,2,2,136,1.5,0,0.67,0.0,0.0,0.0,7.9,0.0,0.0,55.3,70.7,78.3,34.0,38.0,89.5,17.3,22.0,78.8,3.33,7.33,45.5,0.67,2.67,2.67,2.0,1.33,3.33,70.7,0.0,2.0,3.33,0.0,55.3,2.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.0,0.0,2.67,1.33,1.33,0.0,0.67,25.0,2.0,2.0,0.67,1.33,1.33,4.0,0.0,86.7,4.67,28.7,38.7,20.0,3.33,86.7,6.67,2.0,4.0,43.3,150.7,56.7,0.0,0.0,0.67,56.7,7.33,0.0,0.0,0.0,1.33,1.33,3.33,6.0,3.33,0.67
421,Antonio Candreva,ITA,DFMF,Salernitana,Serie A,35,1987,20,18,1613,17.9,2,1.28,0.5,0.09,0.22,22.5,0.11,0.0,40.4,56.1,72.1,20.0,21.7,92.3,15.1,20.7,73.2,4.36,10.2,42.6,0.06,1.68,4.02,1.56,0.84,5.08,56.1,0.22,1.06,7.49,2.01,40.4,1.73,2.85,1.96,0.56,0.0,0.22,0.11,0.0,0.28,0.17,0.06,0.0,0.06,0.45,0.45,0.0,0.0,0.34,24.0,1.06,0.28,0.11,0.17,0.89,1.34,0.0,62.8,2.12,12.4,27.3,23.8,1.23,62.8,0.84,0.06,0.45,35.8,188.7,78.8,2.46,1.45,0.22,43.9,5.92,0.17,0.06,0.06,0.17,0.73,7.49,4.53,0.0,0.0
422,Thomas Cannon,IRL,FW,Everton,Premier League,20,2002,2,0,25,0.3,0,3.33,3.33,0.0,0.0,10.8,0.0,0.0,13.3,16.7,80.0,10.0,13.3,75.0,3.33,3.33,100.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,0.0,6.67,20.0,13.3,26.7,3.33,0.0,0.0,20.0,113.3,23.3,3.33,0.0,0.0,23.3,6.67,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,6.67
423,Sergi Canós,ESP,FWDF,Brentford,Premier League,26,1997,5,0,77,0.9,0,1.11,0.0,0.0,0.0,16.1,0.0,0.0,25.6,47.8,53.5,15.6,20.0,77.8,4.44,16.7,26.7,1.11,2.22,50.0,0.0,1.11,2.22,1.11,0.0,2.22,47.8,0.0,0.0,3.33,0.0,25.6,0.0,3.33,2.22,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,3.33,1.11,2.22,0.0,0.0,0.0,63.3,1.11,14.4,27.8,22.2,2.22,63.3,6.67,4.44,2.22,32.2,228.9,123.3,4.44,2.22,0.0,40.0,7.78,0.0,0.0,0.0,3.33,3.33,3.33,6.67,0.0,1.11
424,Ander Capa,ESP,MFFW,Athletic Club,La Liga,31,1992,2,0,8,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,50.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,40.0,0.0,0.0,0.0,40.0,70.0,50.0,0.0,10.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,Pierrick Capelle,FRA,MFDF,Angers,Ligue 1,35,1987,16,9,820,9.1,0,1.1,0.55,0.0,0.0,17.7,0.0,0.0,38.1,47.0,81.1,18.6,21.1,88.0,14.8,18.2,81.3,3.19,5.27,60.4,0.22,0.88,3.3,0.66,0.44,4.29,47.0,0.0,0.11,2.97,1.32,38.1,0.55,1.76,1.21,0.44,0.0,0.11,0.0,0.0,0.22,0.11,0.11,0.0,0.0,2.86,1.43,1.21,0.22,1.65,48.4,1.76,0.99,0.11,0.88,1.32,4.18,0.0,58.4,2.2,14.1,31.4,13.3,1.54,58.4,1.32,0.55,0.66,40.3,226.7,88.1,1.21,1.43,0.44,36.9,2.2,0.77,0.0,0.0,2.2,0.55,2.97,6.37,0.99,1.43
426,Étienne Capoue,FRA,MF,Villarreal,La Liga,34,1988,15,14,1174,13.0,0,1.08,0.38,0.0,0.0,19.4,0.0,0.0,40.6,46.4,87.6,19.5,21.8,89.4,17.8,19.5,91.7,1.77,3.0,59.0,0.0,0.38,5.46,0.31,0.0,4.62,46.4,0.31,0.23,0.38,0.0,40.6,0.46,2.0,1.69,0.0,0.0,0.08,0.15,0.08,0.0,0.0,0.0,0.0,0.0,1.31,0.38,0.85,0.08,0.62,80.0,0.15,0.62,0.15,0.46,1.0,2.31,0.0,54.7,2.31,10.5,33.8,10.9,1.0,54.7,1.62,0.85,0.62,33.6,184.0,94.2,1.92,1.0,0.31,41.4,2.31,0.08,0.0,0.0,0.69,1.62,0.38,4.85,1.31,1.08
427,Gianluca Caprari,ITA,MFFW,Monza,Serie A,29,1993,21,18,1327,14.7,4,2.24,0.54,0.09,0.38,18.0,0.0,0.07,32.4,40.6,79.9,20.2,22.7,88.9,8.98,11.8,76.3,2.11,3.13,67.4,0.07,1.02,1.97,0.88,0.2,2.99,40.6,0.14,0.48,2.52,0.95,32.4,1.09,2.72,2.04,0.34,0.07,0.2,0.07,0.0,0.54,0.41,0.07,0.0,0.0,0.68,0.2,0.41,0.07,0.27,36.4,0.48,0.75,0.07,0.68,0.14,0.82,0.0,52.0,0.27,4.01,24.8,23.5,4.69,51.9,3.06,1.02,1.84,34.6,200.4,99.6,3.81,1.56,1.5,42.2,7.28,0.27,0.0,0.0,1.63,1.77,2.52,3.74,0.27,0.75
428,Francesco Caputo,ITA,FW,Sampdoria,Serie A,35,1987,15,13,1094,12.2,1,1.56,0.41,0.05,0.2,14.8,0.0,0.0,13.8,19.4,70.9,7.87,10.7,73.8,3.52,4.92,71.7,0.66,0.82,80.0,0.0,0.74,0.9,0.33,0.0,0.9,19.4,0.0,0.0,0.25,0.0,13.8,0.74,1.89,1.39,0.0,0.08,0.25,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.08,0.33,0.0,25.3,0.33,0.9,10.3,14.1,4.02,25.3,0.74,0.25,0.41,14.8,57.0,15.7,0.49,0.33,0.57,19.9,6.23,0.0,0.0,0.0,0.41,1.97,0.25,1.48,0.49,1.72
429,Francesco Caputo,ITA,FWMF,Empoli,Serie A,35,1987,7,7,587,6.5,1,2.46,0.77,0.06,0.2,12.6,0.0,0.0,15.5,20.9,74.3,11.4,13.8,82.2,3.23,4.0,80.8,0.0,0.15,0.0,0.31,1.23,0.46,0.31,0.0,1.38,20.9,0.15,0.0,0.15,0.0,15.5,0.92,1.69,1.38,0.0,0.0,0.15,0.15,0.0,0.31,0.31,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.77,0.31,0.46,0.0,0.15,0.0,30.0,0.46,2.31,13.5,14.2,6.15,30.0,1.08,0.0,0.77,17.5,65.4,18.8,0.77,0.31,0.31,25.4,7.54,0.15,0.0,0.0,1.23,1.85,0.15,1.85,1.08,1.23
430,Maxence Caqueret,FRA,MF,Lyon,Ligue 1,22,2000,20,17,1463,16.3,1,0.98,0.43,0.06,0.14,21.0,0.12,0.0,49.4,58.7,84.2,24.2,27.7,87.4,19.9,22.1,90.0,3.68,5.89,62.5,0.18,1.84,7.91,1.23,0.18,7.06,58.7,0.25,0.18,2.58,1.66,49.4,1.04,4.05,3.01,0.37,0.31,0.18,0.12,0.06,0.49,0.31,0.0,0.06,0.06,3.13,0.98,1.35,0.8,1.78,44.6,2.21,1.53,0.06,1.47,0.98,4.11,0.0,70.5,1.9,10.3,39.4,21.5,2.15,70.5,2.02,0.74,0.98,54.8,260.6,99.7,1.1,2.7,0.31,49.6,3.25,0.12,0.0,0.0,1.66,0.92,2.58,7.67,0.55,0.8
431,Andrea Carboni,ITA,DF,Monza,Serie A,22,2001,4,1,167,1.9,0,0.53,0.53,0.0,0.0,10.8,0.0,0.0,36.3,45.8,79.3,17.4,20.0,86.8,15.3,16.3,93.5,3.68,7.37,50.0,0.0,0.53,1.58,1.05,1.05,4.74,45.8,0.0,0.53,2.63,0.53,36.3,1.58,1.58,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,1.05,0.0,0.53,1.05,40.0,1.58,1.58,1.05,0.53,1.58,3.16,0.53,54.7,2.11,21.6,22.6,10.5,2.11,54.7,1.58,0.53,1.05,26.3,149.5,100.0,2.11,1.05,0.0,34.7,1.05,0.0,0.0,0.0,0.53,0.53,2.63,4.21,0.0,1.58
432,Valentin Carboni,ITA,MFFW,Inter,Serie A,17,2005,2,0,5,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,80.0,62.5,20.0,20.0,100.0,20.0,40.0,50.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,90.0,0.0,10.0,50.0,30.0,0.0,90.0,0.0,0.0,0.0,70.0,990.0,390.0,10.0,0.0,0.0,60.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0
433,Isaac Carcelen,ESP,DF,Cádiz,La Liga,29,1993,14,12,1057,11.7,0,0.34,0.09,0.0,0.0,24.9,0.0,0.0,32.1,39.7,80.6,15.5,17.0,91.0,13.8,17.0,80.9,1.97,3.85,51.1,0.0,0.34,2.22,0.6,0.34,3.25,39.7,0.0,0.34,1.54,0.17,32.1,0.6,1.37,0.94,0.09,0.0,0.09,0.17,0.09,0.0,0.0,0.0,0.0,0.0,3.68,2.39,1.03,0.26,2.22,74.3,0.77,1.37,0.51,0.85,1.03,4.7,0.0,51.0,4.96,19.7,24.0,7.69,0.34,51.0,0.85,0.68,0.17,19.9,91.4,54.2,1.2,0.68,0.0,23.9,1.97,0.17,0.17,0.0,0.77,1.11,1.54,5.64,0.51,1.28
434,Irvin Cardona,FRA,FWMF,Brest,Ligue 1,25,1997,10,1,233,2.6,0,1.54,0.77,0.0,0.0,13.4,0.0,0.0,13.1,22.3,58.6,8.08,12.3,65.6,3.85,6.54,58.8,0.38,1.54,25.0,0.0,1.15,0.77,0.0,0.0,1.54,22.3,0.38,0.0,0.38,0.0,13.1,1.15,1.15,0.77,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.38,0.38,0.0,0.0,0.0,1.15,1.15,0.0,1.15,0.77,1.54,0.0,32.7,0.77,2.69,15.8,14.2,4.62,32.7,1.92,0.38,1.15,21.5,111.5,35.4,1.15,0.38,0.77,21.9,5.38,0.0,0.0,0.0,1.92,0.77,0.38,2.69,1.15,1.92
435,Irvin Cardona,FRA,MF,Augsburg,Bundesliga,25,1997,1,0,53,0.6,0,1.67,0.0,0.0,0.0,30.1,0.0,0.0,8.33,16.7,50.0,5.0,6.67,75.0,3.33,5.0,66.7,0.0,3.33,0.0,0.0,0.0,1.67,0.0,0.0,0.0,16.7,1.67,0.0,1.67,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,3.33,0.0,3.33,3.33,3.33,0.0,31.7,3.33,10.0,11.7,10.0,0.0,31.7,0.0,0.0,0.0,11.7,70.0,36.7,1.67,0.0,0.0,11.7,1.67,1.67,0.0,0.0,1.67,0.0,1.67,1.67,0.0,0.0
436,Igor Carioca,BRA,FW,Lorient,Ligue 1,26,1996,1,0,11,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,50.0,10.0,20.0,50.0,10.0,10.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,100.0,0.0,70.0,20.0,10.0,0.0,100.0,10.0,0.0,10.0,40.0,310.0,180.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
437,Carlos,BRA,DF,Monza,Serie A,24,1999,20,20,1759,19.5,4,1.28,0.46,0.16,0.44,16.4,0.0,0.0,42.9,52.3,82.1,22.2,24.2,91.5,17.2,20.4,84.4,2.21,3.95,55.8,0.15,0.56,2.26,0.82,0.1,2.87,52.3,0.1,0.15,1.74,0.0,42.9,1.49,1.59,1.23,0.1,0.1,0.1,0.05,0.0,0.26,0.21,0.0,0.0,0.05,1.64,0.92,0.46,0.26,0.72,70.0,0.31,0.67,0.21,0.46,0.56,2.21,0.05,61.9,3.54,20.1,26.6,15.9,1.95,61.9,1.74,1.03,0.67,30.6,176.7,96.7,2.56,2.31,0.36,37.9,4.51,0.1,0.0,0.0,1.49,0.62,1.74,4.77,1.69,0.97
438,Diego Carlos,BRA,DF,Aston Villa,Premier League,29,1993,2,2,179,2.0,0,2.0,0.0,0.0,0.0,15.7,0.0,0.0,50.5,64.0,78.9,15.0,18.0,83.3,28.5,33.0,86.4,7.0,12.0,58.3,0.0,0.0,4.0,0.0,0.0,5.0,64.0,0.0,0.0,0.5,0.0,50.5,0.5,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.5,1.0,0.0,70.0,4.0,24.5,42.5,4.5,2.0,70.0,0.0,0.0,0.0,46.0,142.0,75.0,0.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,7.0,1.5,1.5
439,Juan Carlos,ESP,GK,Girona,La Liga,35,1988,10,10,900,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,34.0,84.7,5.2,5.3,98.1,17.0,17.6,96.6,6.6,11.1,59.5,0.0,0.0,0.1,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,28.8,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,35.6,32.4,35.5,0.1,0.0,0.0,35.6,0.0,0.0,0.0,21.2,90.3,47.6,0.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.1,0.0
440,José Carlos Lazo,ESP,MFFW,Almería,La Liga,26,1996,1,0,20,0.2,0,10.0,5.0,0.0,0.0,24.4,0.0,0.0,15.0,20.0,75.0,10.0,15.0,66.7,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,5.0,10.0,25.0,5.0,40.0,5.0,5.0,0.0,35.0,220.0,45.0,0.0,0.0,0.0,35.0,15.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0
441,José Carlos Lazo,ESP,MFFW,Espanyol,La Liga,26,1996,8,0,127,1.4,1,2.86,0.71,0.25,1.0,21.1,0.71,0.0,12.1,17.1,70.8,5.71,6.43,88.9,3.57,4.29,83.3,1.43,2.86,50.0,0.0,0.71,0.0,1.43,0.71,1.43,17.1,0.0,0.0,2.86,1.43,12.1,1.43,1.43,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,1.43,0.71,0.71,1.43,100.0,0.0,0.71,0.0,0.71,1.43,4.29,0.0,37.1,4.29,12.1,5.71,19.3,2.86,37.1,3.57,0.71,2.86,18.6,127.9,62.1,1.43,2.14,0.0,17.9,5.71,0.0,0.0,0.0,0.71,2.14,2.86,3.57,0.0,1.43
442,Carmona,ESP,MF,Elche,La Liga,21,2002,3,3,261,2.9,1,1.38,1.03,0.25,0.33,18.9,0.0,0.0,19.3,29.0,66.7,10.7,13.4,79.5,6.55,9.31,70.4,1.03,2.41,42.9,0.0,0.34,0.69,0.69,0.0,1.38,29.0,0.0,0.34,2.41,0.0,19.3,1.38,3.45,1.38,0.0,1.03,0.34,0.34,0.34,0.34,0.34,0.0,0.0,0.0,3.45,2.07,0.69,0.69,1.38,57.1,1.03,1.38,0.0,1.38,1.72,5.17,0.0,43.8,1.72,12.4,12.8,19.3,3.1,43.8,3.79,1.38,1.72,23.1,127.2,51.4,1.38,2.07,1.03,18.6,5.17,0.69,0.0,0.0,2.76,0.34,2.41,6.55,0.34,1.72
443,Carmona,ESP,DF,Sevilla,La Liga,21,2002,10,5,527,5.9,2,0.85,0.34,0.4,1.0,14.3,0.0,0.0,45.6,55.9,81.5,22.2,24.1,92.3,20.0,24.9,80.3,2.88,5.42,53.1,0.17,0.34,4.07,0.51,0.34,1.86,55.9,0.0,0.34,1.86,0.0,45.6,0.51,1.69,1.19,0.34,0.0,0.17,0.0,0.0,0.34,0.34,0.0,0.0,0.0,2.2,0.85,0.51,0.85,1.53,60.0,1.02,1.69,1.02,0.68,1.19,3.39,0.17,67.8,5.59,24.9,33.2,10.2,1.02,67.8,1.02,0.34,0.51,38.5,158.5,89.2,1.53,1.86,0.34,42.2,1.36,1.02,0.17,0.17,2.37,1.02,1.86,5.76,0.51,1.36
444,Marco Carnesecchi,ITA,GK,Cremonese,Serie A,22,2000,12,12,1080,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,32.1,63.9,3.33,3.33,100.0,9.58,9.83,97.5,7.08,18.3,38.8,0.0,0.0,0.92,0.0,0.0,0.0,32.1,0.0,0.25,0.0,0.0,20.5,0.0,0.33,0.17,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,34.8,31.1,34.8,0.0,0.0,0.0,34.8,0.0,0.0,0.0,18.3,96.2,50.8,0.0,0.0,0.0,12.9,0.0,0.08,0.0,0.0,0.0,0.17,0.0,1.0,0.08,0.0
445,Yannick Carrasco,BEL,DFMF,Atlético Madrid,La Liga,29,1993,18,10,969,10.8,1,2.59,0.83,0.04,0.11,17.1,0.0,0.0,34.3,43.0,79.7,22.1,23.9,92.6,8.06,10.3,78.4,1.76,3.89,45.2,0.0,1.85,1.57,1.2,0.28,3.52,43.0,0.19,0.46,3.7,2.13,34.3,1.11,3.52,2.22,0.46,0.56,0.19,0.09,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.93,0.74,0.09,1.11,52.2,1.02,0.93,0.09,0.83,0.37,2.13,0.0,55.7,1.2,9.81,19.8,27.1,5.65,55.7,3.8,1.76,1.39,31.2,239.5,127.0,4.63,2.13,2.22,35.0,8.15,0.09,0.0,0.0,1.02,0.65,3.7,4.63,0.37,0.28
446,Dani Carvajal,ESP,DF,Real Madrid,La Liga,31,1992,15,12,1076,12.0,0,0.5,0.0,0.0,0.0,23.7,0.0,0.0,53.0,62.4,84.9,28.5,31.7,90.0,18.9,21.6,87.6,4.5,6.5,69.2,0.08,0.75,3.25,0.92,0.25,2.67,62.4,0.08,0.58,2.25,0.0,53.0,0.92,1.75,1.67,0.0,0.0,0.0,0.0,0.08,0.08,0.08,0.0,0.0,0.0,1.92,0.83,0.83,0.25,1.08,65.0,0.58,1.33,0.42,0.92,1.0,2.92,0.0,71.5,3.83,20.3,29.6,21.8,1.17,71.5,0.83,0.33,0.25,41.4,143.5,70.8,0.75,1.42,0.0,48.5,5.5,0.25,0.0,0.0,0.92,0.75,2.25,5.75,0.33,0.67
447,Fabio Carvalho,POR,MFFW,Liverpool,Premier League,20,2002,11,4,337,3.7,2,2.97,1.08,0.18,0.5,11.5,0.0,0.0,30.0,36.5,82.2,18.4,21.4,86.1,7.84,9.46,82.9,1.35,1.62,83.3,0.0,0.27,1.62,0.54,0.0,2.97,36.5,0.0,0.0,0.54,0.0,30.0,0.81,2.43,1.35,0.0,0.0,0.54,0.54,0.0,0.54,0.27,0.0,0.0,0.27,2.16,0.81,0.81,0.54,0.81,50.0,0.81,1.62,0.0,1.62,1.35,3.51,0.0,49.5,0.54,8.38,18.6,23.2,7.03,49.5,1.35,0.54,0.54,31.1,139.7,57.3,1.89,2.16,0.54,36.8,6.49,0.0,0.0,0.0,1.35,1.62,0.54,4.86,1.08,2.43
448,Matis Carvalho,POR,GK,Montpellier,Ligue 1,23,1999,2,1,136,1.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,35.3,39.6,0.67,0.67,100.0,3.33,3.33,100.0,10.0,30.7,32.6,0.0,0.0,0.67,0.0,0.0,0.0,35.3,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,37.3,29.3,37.3,0.0,0.0,0.0,37.3,0.0,0.0,0.0,21.3,140.7,74.7,0.0,0.0,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67
449,William Carvalho,POR,MF,Betis,La Liga,30,1992,18,17,1346,15.0,2,0.93,0.33,0.14,0.4,13.8,0.0,0.0,55.5,64.6,86.0,27.5,30.3,91.0,21.3,24.3,87.6,4.93,6.73,73.3,0.07,0.67,5.4,0.6,0.07,7.07,64.6,0.4,0.67,0.13,0.0,55.5,0.67,1.93,1.73,0.07,0.13,0.0,0.0,0.0,0.27,0.27,0.0,0.0,0.0,1.47,0.67,0.73,0.07,0.47,33.3,0.93,1.13,0.33,0.8,0.6,2.07,0.0,73.4,1.27,11.1,49.6,13.3,1.53,73.4,2.07,1.2,0.67,45.5,214.1,103.1,1.67,1.2,0.27,58.5,1.93,0.27,0.07,0.0,1.2,1.47,0.13,5.6,1.13,0.87
450,Nicolò Casale,ITA,DF,Lazio,Serie A,24,1998,15,15,1315,14.6,1,0.48,0.14,0.14,0.5,10.3,0.0,0.0,52.1,57.0,91.5,21.2,22.9,92.8,24.2,25.6,94.4,4.59,5.75,79.8,0.07,0.27,1.64,0.07,0.0,2.74,57.0,0.14,0.41,0.0,0.0,52.1,0.14,0.55,0.41,0.07,0.0,0.07,0.0,0.0,0.14,0.07,0.0,0.0,0.07,2.05,1.23,0.82,0.0,1.03,75.0,0.34,0.96,0.55,0.41,0.75,2.81,0.0,65.3,8.97,32.1,32.4,1.44,0.82,65.3,0.07,0.0,0.07,37.8,231.6,129.5,0.55,0.07,0.0,41.5,0.14,0.27,0.0,0.0,0.75,0.34,0.0,5.82,1.78,1.3
451,Casemiro,BRA,MF,Manchester Utd,Premier League,30,1992,17,13,1230,13.7,2,1.24,0.36,0.12,0.4,22.5,0.0,0.0,48.5,62.4,77.7,22.3,26.6,83.6,19.7,23.9,82.3,5.47,9.05,60.5,0.22,1.17,5.62,1.02,0.22,5.99,62.4,0.44,0.73,0.88,0.0,48.5,1.02,3.14,2.77,0.0,0.0,0.29,0.07,0.0,0.44,0.44,0.0,0.0,0.0,4.09,1.97,1.68,0.44,2.12,61.7,1.31,2.04,0.44,1.61,1.61,5.69,0.0,76.9,4.6,23.1,41.4,13.2,1.02,76.9,0.88,0.29,0.36,36.7,122.3,55.1,0.58,0.8,0.0,48.7,1.68,0.36,0.07,0.0,2.26,1.39,0.88,7.81,2.34,1.09
452,Casemiro,BRA,MF,Real Madrid,La Liga,30,1992,1,0,8,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,80.0,87.5,60.0,60.0,100.0,0.0,0.0,0.0,10.0,20.0,50.0,0.0,0.0,10.0,0.0,0.0,0.0,80.0,0.0,10.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,10.0,30.0,80.0,0.0,0.0,110.0,0.0,0.0,0.0,70.0,200.0,60.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0
