Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PasTotCmp,PasTotAtt,PasTotCmp%,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,TB,Sw,PasCrs,CK,PasCmp,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,Tkl,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToTkl,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Crs,Recov,AerWon,AerLost
1700,César Montes,MEX,DF,Espanyol,La Liga,25,1997,5,4,315,3.5,0,0.29,0.0,0.0,0.0,8.2,0.0,0.0,22.6,30.0,75.2,5.43,6.0,90.5,13.4,15.7,85.5,3.71,8.0,46.4,0.0,0.0,0.86,0.0,0.0,1.14,30.0,0.0,0.29,0.0,0.0,22.6,0.29,0.29,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.57,0.86,0.0,0.57,100.0,0.0,1.71,1.14,0.57,1.14,2.57,0.0,44.0,7.43,24.6,18.6,0.86,0.57,44.0,0.0,0.0,0.0,16.0,71.7,37.4,0.29,0.29,0.0,18.9,0.0,0.57,0.0,0.0,1.14,0.86,0.0,4.29,2.29,2.86
1701,Daniele Montevago,ITA,FW,Sampdoria,Serie A,19,2003,6,3,231,2.6,0,2.69,0.38,0.0,0.0,13.1,0.0,0.0,8.85,15.4,57.5,5.38,7.69,70.0,1.54,3.08,50.0,0.0,1.15,0.0,0.0,1.54,0.38,0.0,0.0,0.0,15.4,0.0,0.0,0.38,0.0,8.85,0.0,2.69,2.31,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.38,0.0,0.0,0.0,0.77,0.38,0.38,0.0,0.38,0.0,30.4,0.77,1.54,11.9,16.9,6.92,30.4,1.54,0.0,1.54,16.2,54.2,16.9,0.38,0.38,0.38,23.5,3.85,0.38,0.0,0.0,3.08,1.54,0.38,1.92,5.38,8.85
1702,Gonzalo Montiel,ARG,DF,Sevilla,La Liga,26,1997,13,9,801,8.9,0,0.45,0.11,0.0,0.0,13.0,0.0,0.0,43.3,55.5,77.9,22.9,26.1,87.9,16.7,21.2,78.8,2.13,4.94,43.2,0.11,1.24,4.16,0.79,0.34,3.48,55.5,0.22,0.22,3.15,0.22,43.3,1.35,2.36,1.91,0.34,0.0,0.0,0.0,0.11,0.34,0.34,0.0,0.0,0.0,1.24,0.56,0.67,0.0,0.9,66.7,0.45,1.24,0.45,0.79,1.35,2.58,0.0,64.4,2.7,17.2,27.9,20.1,2.36,64.4,1.46,0.56,0.9,34.5,179.4,110.8,2.25,1.8,0.34,39.1,5.84,0.45,0.11,0.0,1.24,0.56,3.15,5.17,1.12,1.12
1703,Lorenzo Montipò,ITA,GK,Hellas Verona,Serie A,26,1996,21,21,1890,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,31.8,65.2,2.33,2.38,98.0,6.9,7.1,97.3,11.3,22.0,51.4,0.0,0.0,1.71,0.05,0.0,0.0,31.8,0.0,0.05,0.0,0.0,20.7,0.0,0.33,0.1,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,0.1,35.4,28.3,35.1,0.43,0.0,0.0,35.4,0.0,0.0,0.0,15.4,108.5,57.6,0.0,0.05,0.0,12.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.86,0.1,0.1
1704,Martín Montoya,ESP,DF,Betis,La Liga,31,1991,3,3,183,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,56.0,75.0,23.0,24.5,93.9,13.5,16.5,81.8,2.5,9.5,26.3,0.0,1.0,2.5,1.0,0.5,3.5,56.0,0.0,1.0,3.0,0.0,42.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.5,1.0,0.0,3.0,100.0,0.0,1.0,0.0,1.0,1.0,4.5,0.0,65.5,4.5,22.5,33.0,10.0,0.5,65.5,0.0,0.0,0.0,33.0,103.0,51.0,0.5,0.0,0.0,40.5,2.5,0.0,0.0,0.0,0.5,1.0,3.0,4.0,1.0,0.0
1705,Kieffer Moore,WAL,FW,Bournemouth,Premier League,30,1992,20,12,1119,12.4,4,1.37,0.48,0.24,0.67,11.0,0.0,0.0,15.0,25.6,58.7,8.31,13.3,62.4,4.35,6.77,64.3,0.81,1.45,55.6,0.0,0.32,1.29,0.4,0.0,1.61,25.6,0.0,0.08,0.48,0.0,15.0,0.97,1.29,0.97,0.0,0.08,0.0,0.24,0.0,0.16,0.16,0.0,0.0,0.0,1.05,0.16,0.65,0.24,0.4,31.3,0.89,0.81,0.4,0.4,0.08,1.13,0.0,36.2,2.34,3.87,20.7,11.7,3.31,36.2,0.89,0.08,0.48,18.1,69.4,21.6,0.81,0.65,0.16,27.9,3.55,0.0,0.0,0.0,1.77,2.26,0.48,1.94,4.44,4.11
1706,Andrew Moran,IRL,FW,Brighton,Premier League,19,2003,1,0,12,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,50.0,10.0,10.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,60.0,0.0,0.0,50.0,10.0,0.0,60.0,0.0,0.0,0.0,30.0,20.0,10.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1707,Álvaro Morata,ESP,FW,Atlético Madrid,La Liga,30,1992,20,15,1159,12.9,7,3.02,1.4,0.18,0.39,12.9,0.0,0.0,12.8,20.5,62.3,7.98,11.3,70.5,3.26,5.74,56.8,0.78,1.32,58.8,0.08,0.93,0.16,0.31,0.08,1.01,20.5,0.23,0.31,0.23,0.0,12.8,0.16,2.33,1.63,0.0,0.16,0.23,0.31,0.0,0.39,0.23,0.0,0.16,0.0,0.93,0.31,0.39,0.23,0.16,40.0,0.23,0.54,0.23,0.31,0.0,0.93,0.0,31.0,1.55,3.49,14.4,13.6,4.34,31.0,1.55,0.85,0.54,18.4,102.2,41.3,1.32,0.7,0.62,25.3,4.42,0.23,0.0,0.0,1.71,2.79,0.23,3.02,2.48,1.63
1708,Jon Morcillo,ESP,FWMF,Athletic Club,La Liga,24,1998,9,0,63,0.7,0,1.43,0.0,0.0,0.0,10.3,0.0,0.0,44.3,58.6,75.6,24.3,25.7,94.4,14.3,17.1,83.3,4.29,10.0,42.9,1.43,5.71,0.0,4.29,1.43,2.86,58.6,0.0,0.0,8.57,0.0,44.3,0.0,5.71,5.71,0.0,0.0,0.0,0.0,0.0,1.43,1.43,0.0,0.0,0.0,1.43,1.43,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,1.43,2.86,0.0,68.6,0.0,12.9,15.7,41.4,4.29,68.6,7.14,4.29,0.0,50.0,465.7,282.9,8.57,8.57,1.43,51.4,21.4,0.0,0.0,0.0,1.43,1.43,8.57,10.0,0.0,1.43
1709,Alberto Moreno,ESP,DFFW,Villarreal,La Liga,30,1992,10,7,606,6.7,0,1.04,0.15,0.0,0.0,22.8,0.15,0.0,40.9,50.9,80.4,19.9,21.8,91.1,18.1,20.7,87.1,1.79,4.63,38.7,0.0,1.04,1.34,1.49,0.3,2.84,50.9,0.0,0.45,2.99,0.9,40.9,1.04,1.94,1.64,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.3,0.9,0.3,0.75,38.5,1.19,1.34,0.15,1.19,1.79,3.28,0.0,62.1,2.39,16.9,23.3,22.2,1.34,62.1,1.34,0.3,0.75,34.0,176.7,93.3,2.09,2.09,0.3,38.5,5.67,0.6,0.0,0.0,1.79,0.75,2.99,4.18,1.04,0.9
1710,Álex Moreno,ESP,DF,Aston Villa,Premier League,29,1993,3,1,216,2.4,0,2.5,0.42,0.0,0.0,19.1,0.0,0.0,48.3,69.2,69.9,27.9,34.2,81.7,16.3,22.5,72.2,0.83,3.75,22.2,0.0,1.25,1.25,1.25,0.83,2.5,69.2,0.0,0.0,4.58,0.0,48.3,2.92,2.08,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.83,0.0,0.42,0.83,66.7,0.42,0.83,0.42,0.42,0.0,1.25,0.42,82.5,2.92,20.4,36.3,26.3,3.75,82.5,3.75,0.83,2.08,44.6,198.8,86.3,2.08,1.67,0.83,52.5,11.3,0.42,0.0,0.0,2.5,1.67,4.58,7.08,0.83,0.42
1711,Álex Moreno,ESP,DF,Betis,La Liga,29,1993,15,15,1350,15.0,0,0.87,0.27,0.0,0.0,17.9,0.0,0.0,35.0,46.3,75.5,19.9,22.1,89.8,12.0,16.5,72.9,2.07,4.6,44.9,0.2,0.6,2.53,0.87,0.27,2.93,46.3,0.0,0.33,1.87,0.0,35.0,1.67,1.33,0.87,0.13,0.2,0.13,0.0,0.0,0.27,0.2,0.07,0.0,0.0,1.93,1.27,0.67,0.0,1.2,51.4,1.13,1.13,0.27,0.87,1.13,3.07,0.0,58.9,3.93,19.4,24.3,15.8,2.4,58.9,2.67,0.93,1.4,26.7,175.2,99.7,3.27,2.4,0.8,31.0,5.07,0.07,0.0,0.0,1.13,1.27,1.87,5.2,0.6,1.2
1712,Diego Moreno,ESP,DF,Osasuna,La Liga,21,2001,5,5,413,4.6,0,0.87,0.22,0.0,0.0,20.8,0.0,0.0,33.0,50.0,66.1,13.9,17.2,81.0,15.9,21.7,73.0,2.61,7.83,33.3,0.0,0.43,1.96,0.43,0.22,1.74,50.0,0.0,0.0,3.48,0.0,33.0,2.61,1.09,0.65,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.43,0.43,0.0,0.65,75.0,0.22,0.22,0.22,0.0,0.22,1.09,0.0,57.2,2.17,17.2,28.3,12.2,1.09,57.2,1.52,0.65,0.87,28.5,139.3,60.4,1.3,0.87,0.22,28.7,3.48,0.0,0.0,0.0,0.43,0.87,3.48,6.09,0.87,1.52
1713,Gerard Moreno,ESP,FW,Villarreal,La Liga,30,1992,12,11,919,10.2,5,2.75,1.18,0.14,0.33,15.8,0.0,0.1,22.4,31.8,70.4,10.6,14.1,75.0,9.12,12.1,75.6,1.96,2.35,83.3,0.2,1.47,2.16,1.47,0.1,4.41,31.8,0.29,0.2,0.59,0.0,22.4,1.37,3.04,2.35,0.0,0.29,0.39,0.0,0.0,0.29,0.2,0.0,0.0,0.1,0.69,0.0,0.39,0.29,0.2,66.7,0.1,0.49,0.2,0.29,0.29,0.98,0.0,42.4,1.47,3.14,18.8,21.4,5.0,42.2,3.14,1.47,1.37,26.2,129.0,53.1,1.27,1.47,0.88,33.4,8.14,0.2,0.0,0.0,0.69,0.69,0.59,1.86,1.18,0.98
1714,Marlos Moreno,COL,MFDF,Troyes,Ligue 1,26,1996,2,0,13,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,40.0,75.0,20.0,20.0,100.0,10.0,10.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,66.7,10.0,10.0,10.0,0.0,0.0,20.0,0.0,80.0,0.0,40.0,30.0,10.0,0.0,80.0,10.0,0.0,0.0,50.0,300.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0
1715,Tete Morente,ESP,MFDF,Elche,La Liga,26,1996,15,9,802,8.9,0,1.35,0.34,0.0,0.0,17.3,0.0,0.0,25.1,33.4,75.1,15.5,17.8,87.3,6.29,8.65,72.7,2.13,3.71,57.6,0.0,0.45,2.13,0.45,0.22,2.7,33.4,0.0,0.0,3.37,0.56,25.1,1.69,1.91,1.24,0.34,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.56,0.56,0.11,0.45,44.4,0.56,1.24,0.11,1.12,0.56,1.8,0.0,45.3,2.02,7.53,17.3,20.9,1.8,45.3,2.47,0.67,1.8,26.1,147.1,61.9,2.13,1.57,0.67,30.2,6.4,0.34,0.0,0.0,1.91,1.35,3.37,3.6,0.9,0.56
1716,Ilaix Moriba,GUI,MF,Valencia,La Liga,20,2003,13,6,570,6.3,0,2.06,0.63,0.0,0.0,19.5,0.0,0.0,35.1,42.2,83.1,20.5,23.2,88.4,11.4,14.0,81.8,2.54,2.86,88.9,0.16,1.11,3.97,0.79,0.16,5.56,42.2,0.32,0.32,0.16,0.0,35.1,0.32,3.02,2.38,0.16,0.16,0.16,0.16,0.0,0.16,0.16,0.0,0.0,0.0,2.86,1.11,1.27,0.48,1.43,75.0,0.48,0.79,0.0,0.79,0.48,3.33,0.0,55.9,1.59,10.6,27.6,18.3,1.9,55.9,3.17,1.27,1.11,35.7,187.1,92.1,1.75,1.11,0.32,39.8,2.38,0.63,0.16,0.16,3.02,3.49,0.16,6.83,1.75,0.95
1717,Manu Morlanes,ESP,MF,Villarreal,La Liga,24,1999,4,2,158,1.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.6,78.3,10.6,11.7,90.5,7.22,8.33,86.7,2.22,3.89,57.1,0.0,0.0,3.33,0.0,0.0,3.33,25.6,0.0,0.0,0.0,0.0,20.0,1.11,1.11,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.11,0.56,0.0,1.67,100.0,0.0,1.67,1.11,0.56,0.56,2.22,0.0,33.3,2.78,8.33,18.9,6.11,0.0,33.3,0.0,0.0,0.0,17.2,70.6,27.2,0.56,0.56,0.0,20.0,0.56,0.0,0.56,0.0,0.56,0.56,0.0,2.78,0.56,1.11
1718,Manu Morlanes,ESP,MF,Mallorca,La Liga,24,1999,1,0,27,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,56.7,88.2,23.3,23.3,100.0,16.7,23.3,71.4,10.0,10.0,100.0,0.0,0.0,3.33,3.33,0.0,3.33,56.7,0.0,0.0,3.33,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,3.33,3.33,0.0,3.33,0.0,3.33,0.0,66.7,6.67,13.3,33.3,20.0,0.0,66.7,0.0,0.0,0.0,36.7,136.7,66.7,3.33,0.0,0.0,40.0,3.33,0.0,0.0,0.0,3.33,0.0,3.33,0.0,0.0,0.0
1719,Nikola Moro,CRO,MF,Bologna,Serie A,24,1998,9,4,418,4.6,0,1.09,0.22,0.0,0.0,29.8,0.0,0.0,39.8,52.6,75.6,14.6,19.1,76.1,17.8,21.1,84.5,6.52,9.57,68.2,0.22,1.09,5.87,0.65,0.0,6.74,52.6,0.22,1.09,0.65,0.0,39.8,0.87,2.61,2.61,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.0,0.0,1.74,0.65,1.09,0.0,0.65,37.5,1.09,1.3,0.0,1.3,0.65,2.39,0.0,60.9,2.39,14.8,38.0,8.91,0.43,60.9,0.87,0.87,0.0,32.6,115.0,47.4,0.22,0.65,0.0,38.7,2.17,0.0,0.0,0.0,0.65,0.43,0.65,7.83,1.3,1.09
1720,Loren Morón,ESP,FW,Betis,La Liga,29,1993,2,0,15,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,75.0,15.0,15.0,100.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,55.0,5.0,10.0,25.0,20.0,0.0,55.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0,0.0,0.0,30.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,10.0
1721,Cristhian Mosquera,COL,DF,Valencia,La Liga,18,2004,3,1,145,1.6,0,1.25,0.0,0.0,0.0,9.3,0.0,0.0,33.1,40.6,81.5,18.1,20.6,87.9,12.5,14.4,87.0,2.5,5.63,44.4,0.0,0.0,0.0,0.0,0.0,0.63,40.6,0.0,0.0,0.63,0.0,33.1,0.0,0.63,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.88,0.63,0.0,2.5,80.0,0.63,0.63,0.0,0.63,0.63,3.13,0.0,50.6,6.88,28.8,16.3,5.63,1.25,50.6,0.0,0.0,0.0,23.8,112.5,38.1,0.0,0.63,0.0,23.8,0.63,0.0,0.0,0.0,0.0,0.63,0.63,5.0,1.88,1.25
1722,Dany Mota,POR,FWMF,Monza,Serie A,24,1998,15,11,996,11.1,3,1.35,0.36,0.2,0.75,10.3,0.0,0.0,19.0,28.1,67.6,11.5,14.9,77.6,5.77,8.47,68.1,0.9,1.53,58.8,0.0,0.99,0.72,0.63,0.36,1.26,28.1,0.09,0.18,2.52,0.0,19.0,1.71,2.7,1.98,0.0,0.18,0.27,0.27,0.0,0.18,0.0,0.0,0.09,0.0,0.45,0.0,0.18,0.27,0.09,50.0,0.09,0.45,0.09,0.36,0.18,0.63,0.0,39.9,1.35,2.97,18.0,19.1,4.41,39.9,2.79,1.17,1.17,24.8,176.6,68.2,3.33,1.8,1.35,30.4,7.93,0.09,0.0,0.0,1.26,1.71,2.52,2.79,1.8,2.61
1723,Lebo Mothiba,RSA,FWMF,Strasbourg,Ligue 1,27,1996,12,1,263,2.9,2,2.07,0.69,0.33,1.0,13.3,0.0,0.0,14.1,20.0,70.7,7.59,9.66,78.6,5.17,6.55,78.9,0.0,1.38,0.0,0.0,0.0,1.38,0.0,0.0,1.72,20.0,0.0,0.0,1.03,0.0,14.1,0.0,0.69,0.34,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.0,0.0,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.34,0.34,0.0,0.34,0.0,0.34,0.0,32.1,1.38,3.45,14.5,14.5,2.07,32.1,1.72,0.34,1.03,23.1,129.3,42.4,1.38,0.34,0.34,23.4,6.21,0.0,0.0,0.0,2.07,1.38,1.03,2.41,1.38,4.14
1724,Youssoufa Moukoko,GER,FW,Dortmund,Bundesliga,18,2004,18,11,949,10.5,6,2.76,1.52,0.21,0.38,15.6,0.0,0.0,11.0,15.5,70.6,5.9,7.33,80.5,3.14,4.0,78.6,0.48,0.76,62.5,0.29,0.76,0.57,0.48,0.0,0.95,15.5,0.1,0.1,0.29,0.0,11.0,0.76,1.81,1.24,0.0,0.48,0.1,0.0,0.0,0.48,0.38,0.0,0.1,0.0,1.14,0.29,0.57,0.29,0.29,50.0,0.29,0.57,0.0,0.57,0.1,1.24,0.0,27.0,0.1,2.0,11.3,14.2,4.76,27.0,3.14,1.05,1.9,15.5,86.4,30.8,0.57,0.48,0.38,16.5,4.67,0.0,0.0,0.0,0.57,0.67,0.29,2.67,0.48,0.29
1725,Steve Mounié,BEN,FW,Brest,Ligue 1,28,1994,9,6,516,5.7,4,4.04,1.23,0.13,0.43,13.5,0.0,0.18,10.0,22.5,44.5,4.56,10.2,44.8,4.21,8.42,50.0,0.35,0.7,50.0,0.0,0.53,1.4,0.0,0.0,1.23,22.5,0.0,0.0,0.7,0.0,10.0,0.53,2.11,1.23,0.0,0.0,0.7,0.0,0.18,0.18,0.0,0.0,0.0,0.18,0.88,0.0,0.53,0.35,0.0,0.0,0.7,1.05,0.53,0.53,0.35,1.23,0.0,36.3,2.28,4.39,16.8,15.8,5.79,36.1,1.23,0.7,0.35,20.9,118.9,46.5,1.75,1.05,0.7,27.4,3.33,0.0,0.0,0.0,1.93,1.4,0.7,3.16,8.42,5.44
1726,Mason Mount,ENG,MFFW,Chelsea,Premier League,24,1999,21,19,1539,17.1,3,1.81,0.53,0.1,0.33,19.2,0.12,0.0,32.5,43.2,75.2,19.2,22.5,85.2,9.36,12.2,76.6,2.51,4.74,53.1,0.12,1.7,3.1,1.46,0.29,5.38,43.2,0.29,0.47,3.68,1.99,32.5,1.17,3.16,2.4,0.53,0.12,0.06,0.06,0.0,0.41,0.29,0.0,0.0,0.06,1.7,0.29,0.88,0.53,0.7,52.2,0.64,1.23,0.35,0.88,0.41,2.11,0.0,53.5,0.99,6.14,23.1,24.9,3.22,53.5,1.7,0.88,0.64,29.0,153.3,79.8,2.69,1.93,0.64,37.4,6.37,0.18,0.0,0.0,1.4,1.52,3.68,4.74,0.47,0.7
1727,Lucas Moura,BRA,MFDF,Tottenham,Premier League,30,1992,8,0,98,1.1,0,0.91,0.0,0.0,0.0,11.9,0.0,0.0,34.5,49.1,70.4,23.6,29.1,81.3,10.0,14.5,68.8,0.0,0.91,0.0,0.0,0.91,1.82,3.64,0.91,6.36,49.1,0.0,0.0,5.45,0.91,34.5,2.73,4.55,2.73,0.0,0.0,0.0,0.91,0.91,0.0,0.0,0.0,0.0,0.0,6.36,0.91,1.82,3.64,0.91,50.0,0.91,0.0,0.0,0.0,1.82,8.18,0.0,68.2,0.0,9.09,24.5,34.5,4.55,68.2,6.36,1.82,4.55,36.4,224.5,80.0,2.73,2.73,0.91,45.5,9.09,0.0,0.0,0.0,0.91,2.73,5.45,5.45,1.82,0.91
1728,Bevic Moussiti-Oko,CGO,FW,Ajaccio,Ligue 1,28,1995,17,7,698,7.8,1,2.56,0.9,0.05,0.14,12.6,0.0,0.0,11.5,20.9,55.2,6.67,10.5,63.4,2.95,6.41,46.0,0.64,1.28,50.0,0.0,0.64,1.28,0.26,0.0,1.28,20.9,0.0,0.0,0.51,0.0,11.5,0.9,2.31,1.15,0.0,0.26,0.38,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.13,0.13,0.13,0.13,50.0,0.13,0.64,0.38,0.26,0.26,0.64,0.0,33.5,1.41,2.95,15.3,15.6,4.74,33.5,3.33,1.67,1.67,20.4,127.7,40.5,1.28,1.03,0.77,24.4,5.77,0.13,0.0,0.0,2.31,2.82,0.51,3.46,6.79,6.03
1729,João Moutinho,POR,MF,Wolves,Premier League,36,1986,20,16,1396,15.5,0,0.77,0.06,0.0,0.0,20.7,0.19,0.0,43.7,53.4,81.8,15.5,17.6,88.3,22.3,25.4,87.6,4.77,7.1,67.3,0.13,1.81,5.68,1.23,0.26,7.16,53.4,0.32,0.39,2.52,1.23,43.7,0.84,3.23,2.45,0.71,0.0,0.06,0.0,0.0,0.19,0.19,0.0,0.0,0.0,2.65,1.29,1.03,0.32,0.97,38.5,1.55,1.23,0.32,0.9,0.9,3.55,0.0,61.6,2.19,12.8,33.9,15.4,0.58,61.6,0.45,0.19,0.26,30.7,122.5,64.5,0.84,1.16,0.0,38.8,1.29,0.13,0.0,0.0,1.48,0.65,2.52,5.35,0.39,1.1
1730,João Moutinho,POR,DFFW,Spezia,Serie A,25,1998,4,0,58,0.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,70.0,71.4,30.0,33.3,90.0,15.0,20.0,75.0,1.67,10.0,16.7,0.0,1.67,6.67,0.0,0.0,1.67,70.0,0.0,0.0,5.0,0.0,50.0,3.33,1.67,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,8.33,1.67,1.67,5.0,75.0,1.67,1.67,1.67,0.0,0.0,11.7,0.0,85.0,5.0,18.3,33.3,33.3,0.0,85.0,0.0,0.0,0.0,30.0,91.7,33.3,0.0,1.67,0.0,40.0,3.33,0.0,0.0,0.0,1.67,0.0,5.0,11.7,0.0,1.67
1731,Samuel Moutoussamy,COD,MF,Nantes,Ligue 1,26,1996,19,13,1161,12.9,0,1.24,0.31,0.0,0.0,16.9,0.0,0.0,34.7,40.9,84.8,15.0,17.1,87.8,14.7,16.2,90.9,3.02,4.11,73.6,0.16,0.62,4.11,0.47,0.08,5.27,40.9,0.0,0.31,0.31,0.0,34.7,0.93,1.78,1.71,0.0,0.0,0.0,0.08,0.0,0.16,0.16,0.0,0.0,0.0,2.64,1.09,1.16,0.39,0.7,39.1,1.09,0.85,0.16,0.7,1.16,3.8,0.0,50.5,2.09,9.61,32.0,9.3,1.47,50.5,0.7,0.23,0.31,36.0,187.3,91.2,1.16,0.93,0.08,32.8,2.02,0.39,0.0,0.0,1.09,0.78,0.31,5.19,1.09,1.71
1732,Divin Mubama,ENG,FW,West Ham,Premier League,18,2004,1,0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1733,Mykhailo Mudryk,UKR,FW,Chelsea,Premier League,22,2001,3,2,147,1.6,0,0.63,0.0,0.0,0.0,6.1,0.0,0.0,25.0,31.3,80.0,18.1,22.5,80.6,3.75,4.38,85.7,0.0,0.63,0.0,0.0,0.0,3.13,1.88,0.0,3.75,31.3,0.63,0.0,0.63,0.0,25.0,0.0,2.5,1.25,0.0,0.63,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.63,1.25,1.88,1.25,50.0,1.25,0.63,0.63,0.0,0.0,3.75,0.0,43.1,0.63,10.0,15.6,18.1,5.0,43.1,3.13,1.25,1.25,24.4,156.9,81.9,1.88,0.63,0.63,28.8,2.5,0.0,0.0,0.0,0.63,1.88,0.63,6.25,0.63,1.25
1734,Nordi Mukiele,FRA,DF,Paris S-G,Ligue 1,25,1997,17,10,1007,11.2,0,0.89,0.18,0.0,0.0,11.5,0.0,0.0,48.8,55.7,87.5,26.7,28.3,94.3,18.3,20.7,88.4,1.7,2.59,65.5,0.27,0.71,1.43,0.71,0.18,2.05,55.7,0.0,0.18,1.16,0.0,48.8,0.98,1.34,1.16,0.0,0.09,0.09,0.0,0.0,0.36,0.36,0.0,0.0,0.0,2.32,1.07,0.54,0.71,1.52,68.0,0.71,1.79,0.63,1.16,1.16,3.48,0.0,65.9,3.84,19.6,32.9,14.3,2.05,65.9,1.96,0.54,0.89,48.1,254.4,117.2,1.61,0.89,0.27,44.6,4.2,0.0,0.0,0.0,1.25,1.07,1.16,5.27,1.7,0.8
